filepath	method	gene_col	p_col	tissue	target	data_type
/xchip/cga_home/esther/WGS/PCAWG/PCAWG_train2/October_2016_MAF/integration_driver_paper_October_2017/ncDriver_combined/Lymph_tumors.gc19_pc.3utr.ncDriverCombined.observed.p	ncDriver_combined	id.element	combined.p	meta_Lymphatic_system	3UTR	observed
/xchip/cga_home/esther/WGS/PCAWG/PCAWG_train2/October_2016_MAF/integration_driver_paper_October_2017/ncDriver_combined/Myeloid-AML.gc19_pc.3utr.ncDriverCombined.observed.p	ncDriver_combined	id.element	combined.p	Myeloid-AML	3UTR	observed
/xchip/cga_home/esther/WGS/PCAWG/PCAWG_train2/October_2016_MAF/integration_driver_paper_October_2017/ncDriver_combined/Myeloid-MDS.gc19_pc.3utr.ncDriverCombined.observed.p	ncDriver_combined	id.element	combined.p	Myeloid-MDS	3UTR	observed
/xchip/cga_home/esther/WGS/PCAWG/PCAWG_train2/October_2016_MAF/integration_driver_paper_October_2017/ncDriver_combined/Ovary-AdenoCA.gc19_pc.3utr.ncDriverCombined.observed.p	ncDriver_combined	id.element	combined.p	Ovary-AdenoCa	3UTR	observed
/xchip/cga_home/esther/WGS/PCAWG/PCAWG_train2/October_2016_MAF/integration_driver_paper_October_2017/ncDriver_combined/PANCAN.gc19_pc.3utr.ncDriverCombined.observed.p	ncDriver_combined	id.element	combined.p	Pancan	3UTR	observed
/xchip/cga_home/esther/WGS/PCAWG/PCAWG_train2/October_2016_MAF/integration_driver_paper_October_2017/ncDriver_combined/PANCAN_noLymph.gc19_pc.3utr.ncDriverCombined.observed.p	ncDriver_combined	id.element	combined.p	PANCAN_noLymph	3UTR	observed
/xchip/cga_home/esther/WGS/PCAWG/PCAWG_train2/October_2016_MAF/integration_driver_paper_October_2017/ncDriver_combined/PANCAN_noLymph_noSkin.gc19_pc.3utr.ncDriverCombined.observed.p	ncDriver_combined	id.element	combined.p	Pancan-no-skin-melanoma-lymph	3UTR	observed
/xchip/cga_home/esther/WGS/PCAWG/PCAWG_train2/October_2016_MAF/integration_driver_paper_October_2017/ncDriver_combined/PANCAN_noLymph_noSkin_noLiver_noEso.gc19_pc.3utr.ncDriverCombined.observed.p	ncDriver_combined	id.element	combined.p	PANCAN_noLymph_noSkin_noLiver_noEso	3UTR	observed
/xchip/cga_home/esther/WGS/PCAWG/PCAWG_train2/October_2016_MAF/integration_driver_paper_October_2017/ncDriver_combined/PANCAN_noSkin.gc19_pc.3utr.ncDriverCombined.observed.p	ncDriver_combined	id.element	combined.p	Pancan-no-skin-melanoma	3UTR	observed
/xchip/cga_home/esther/WGS/PCAWG/PCAWG_train2/October_2016_MAF/integration_driver_paper_October_2017/ncDriver_combined/Panc-AdenoCA.gc19_pc.3utr.ncDriverCombined.observed.p	ncDriver_combined	id.element	combined.p	Panc-AdenoCa	3UTR	observed
/xchip/cga_home/esther/WGS/PCAWG/PCAWG_train2/October_2016_MAF/integration_driver_paper_October_2017/ncDriver_combined/Panc-Endocrine.gc19_pc.3utr.ncDriverCombined.observed.p	ncDriver_combined	id.element	combined.p	Panc-Endocrine	3UTR	observed
/xchip/cga_home/esther/WGS/PCAWG/PCAWG_train2/October_2016_MAF/integration_driver_paper_October_2017/ncDriver_combined/Prost-AdenoCA.gc19_pc.3utr.ncDriverCombined.observed.p	ncDriver_combined	id.element	combined.p	Prost-AdenoCa	3UTR	observed
/xchip/cga_home/esther/WGS/PCAWG/PCAWG_train2/October_2016_MAF/integration_driver_paper_October_2017/ncDriver_combined/Skin-Melanoma.gc19_pc.3utr.ncDriverCombined.observed.p	ncDriver_combined	id.element	combined.p	Skin-Melanoma	3UTR	observed
/xchip/cga_home/esther/WGS/PCAWG/PCAWG_train2/October_2016_MAF/integration_driver_paper_October_2017/ncDriver_combined/Squamous_tumors.gc19_pc.3utr.ncDriverCombined.observed.p	ncDriver_combined	id.element	combined.p	meta_Squamous	3UTR	observed
/xchip/cga_home/esther/WGS/PCAWG/PCAWG_train2/October_2016_MAF/integration_driver_paper_October_2017/ncDriver_combined/Stomach-AdenoCA.gc19_pc.3utr.ncDriverCombined.observed.p	ncDriver_combined	id.element	combined.p	Stomach-AdenoCa	3UTR	observed
/xchip/cga_home/esther/WGS/PCAWG/PCAWG_train2/October_2016_MAF/integration_driver_paper_October_2017/ncDriver_combined/Thy-AdenoCA.gc19_pc.3utr.ncDriverCombined.observed.p	ncDriver_combined	id.element	combined.p	Thy-AdenoCa	3UTR	observed
/xchip/cga_home/esther/WGS/PCAWG/PCAWG_train2/October_2016_MAF/integration_driver_paper_October_2017/ncDriver_combined/Uterus-AdenoCA.gc19_pc.3utr.ncDriverCombined.observed.p	ncDriver_combined	id.element	combined.p	Uterus-AdenoCa	3UTR	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/ActiveDriver2/Adenocarcinoma_tumors.gc19_pc.3utr.ActiveDriver2-burden.observed.txt	ActiveDriverWGS	id	raw_p	meta_Adenocarcinoma	3UTR	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/ActiveDriver2/Biliary-AdenoCA.gc19_pc.3utr.ActiveDriver2-burden.observed.txt	ActiveDriverWGS	id	raw_p	Biliary-AdenoCa	3UTR	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/ActiveDriver2/Bladder-TCC.gc19_pc.3utr.ActiveDriver2-burden.observed.txt	ActiveDriverWGS	id	raw_p	Bladder-TCC	3UTR	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/ActiveDriver2/Bone-Leiomyo.gc19_pc.3utr.ActiveDriver2-burden.observed.txt	ActiveDriverWGS	id	raw_p	Bone-Leiomyo	3UTR	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/ActiveDriver2/Bone-Osteosarc.gc19_pc.3utr.ActiveDriver2-burden.observed.txt	ActiveDriverWGS	id	raw_p	Bone-Osteosarc	3UTR	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/ActiveDriver2/Breast-AdenoCa.gc19_pc.3utr.ActiveDriver2-burden.observed.txt	ActiveDriverWGS	id	raw_p	Breast-AdenoCa	3UTR	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/ActiveDriver2/Breast_tumors.gc19_pc.3utr.ActiveDriver2-burden.observed.txt	ActiveDriverWGS	id	raw_p	meta_Breast	3UTR	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/ActiveDriver2/CNS-GBM.gc19_pc.3utr.ActiveDriver2-burden.observed.txt	ActiveDriverWGS	id	raw_p	CNS-GBM	3UTR	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/ActiveDriver2/CNS-Medullo.gc19_pc.3utr.ActiveDriver2-burden.observed.txt	ActiveDriverWGS	id	raw_p	CNS-Medullo	3UTR	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/ActiveDriver2/CNS-PiloAstro.gc19_pc.3utr.ActiveDriver2-burden.observed.txt	ActiveDriverWGS	id	raw_p	CNS-PiloAstro	3UTR	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/ActiveDriver2/CNS_tumors.gc19_pc.3utr.ActiveDriver2-burden.observed.txt	ActiveDriverWGS	id	raw_p	meta_CNS	3UTR	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/ActiveDriver2/Carcinoma_tumors.gc19_pc.3utr.ActiveDriver2-burden.observed.txt	ActiveDriverWGS	id	raw_p	meta_Carcinoma	3UTR	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/ActiveDriver2/ColoRect-AdenoCA.gc19_pc.3utr.ActiveDriver2-burden.observed.txt	ActiveDriverWGS	id	raw_p	ColoRect-AdenoCa	3UTR	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/ActiveDriver2/Digestive_tract_tumors.gc19_pc.3utr.ActiveDriver2-burden.observed.txt	ActiveDriverWGS	id	raw_p	meta_Digestive_tract	3UTR	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/ActiveDriver2/Eso-AdenoCa.gc19_pc.3utr.ActiveDriver2-burden.observed.txt	ActiveDriverWGS	id	raw_p	Eso-AdenoCa	3UTR	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/ActiveDriver2/Female_reproductive_system_tumors.gc19_pc.3utr.ActiveDriver2-burden.observed.txt	ActiveDriverWGS	id	raw_p	meta_Female_reproductive_tract	3UTR	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/ActiveDriver2/Glioma_tumors.gc19_pc.3utr.ActiveDriver2-burden.observed.txt	ActiveDriverWGS	id	raw_p	meta_Glioma	3UTR	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/ActiveDriver2/Head-SCC.gc19_pc.3utr.ActiveDriver2-burden.observed.txt	ActiveDriverWGS	id	raw_p	Head-SCC	3UTR	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/ActiveDriver2/Hematopoietic_tumors.gc19_pc.3utr.ActiveDriver2-burden.observed.txt	ActiveDriverWGS	id	raw_p	meta_Hematopoietic_system	3UTR	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/ActiveDriver2/Kidney-ChRCC.gc19_pc.3utr.ActiveDriver2-burden.observed.txt	ActiveDriverWGS	id	raw_p	Kidney-ChRCC	3UTR	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/ActiveDriver2/Kidney-RCC.gc19_pc.3utr.ActiveDriver2-burden.observed.txt	ActiveDriverWGS	id	raw_p	Kidney-RCC	3UTR	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/ActiveDriver2/Kidney_tumors.gc19_pc.3utr.ActiveDriver2-burden.observed.txt	ActiveDriverWGS	id	raw_p	meta_Kidney	3UTR	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/ActiveDriver2/Liver-HCC.gc19_pc.3utr.ActiveDriver2-burden.observed.txt	ActiveDriverWGS	id	raw_p	Liver-HCC	3UTR	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/ActiveDriver2/Lung-AdenoCA.gc19_pc.3utr.ActiveDriver2-burden.observed.txt	ActiveDriverWGS	id	raw_p	Lung-AdenoCa	3UTR	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/ActiveDriver2/Lung-SCC.gc19_pc.3utr.ActiveDriver2-burden.observed.txt	ActiveDriverWGS	id	raw_p	Lung-SCC	3UTR	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/ActiveDriver2/Lung_tumors.gc19_pc.3utr.ActiveDriver2-burden.observed.txt	ActiveDriverWGS	id	raw_p	meta_Lung	3UTR	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/ActiveDriver2/Lymph-BNHL.gc19_pc.3utr.ActiveDriver2-burden.observed.txt	ActiveDriverWGS	id	raw_p	Lymph-BNHL	3UTR	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/ActiveDriver2/Lymph-CLL.gc19_pc.3utr.ActiveDriver2-burden.observed.txt	ActiveDriverWGS	id	raw_p	Lymph-CLL	3UTR	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/ActiveDriver2/Lymph_tumors.gc19_pc.3utr.ActiveDriver2-burden.observed.txt	ActiveDriverWGS	id	raw_p	meta_Lymphatic_system	3UTR	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/ActiveDriver2/Myeloid-MPN.gc19_pc.3utr.ActiveDriver2-burden.observed.txt	ActiveDriverWGS	id	raw_p	Myeloid-MPN	3UTR	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/ActiveDriver2/Myeloid_tumors.gc19_pc.3utr.ActiveDriver2-burden.observed.txt	ActiveDriverWGS	id	raw_p	meta_Myeloid	3UTR	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/ActiveDriver2/Ovary-AdenoCA.gc19_pc.3utr.ActiveDriver2-burden.observed.txt	ActiveDriverWGS	id	raw_p	Ovary-AdenoCa	3UTR	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/ActiveDriver2/PANCANCER.gc19_pc.3utr.ActiveDriver2-burden.observed.txt	ActiveDriverWGS	id	raw_p	Pancan	3UTR	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/ActiveDriver2/PANCANCER_no_melanoma.gc19_pc.3utr.ActiveDriver2-burden.observed.txt	ActiveDriverWGS	id	raw_p	Pancan-no-skin-melanoma	3UTR	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/ActiveDriver2/PANCANCER_no_melanoma_lymph.gc19_pc.3utr.ActiveDriver2-burden.observed.txt	ActiveDriverWGS	id	raw_p	Pancan-no-skin-melanoma-lymph	3UTR	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/ActiveDriver2/Panc-AdenoCA.gc19_pc.3utr.ActiveDriver2-burden.observed.txt	ActiveDriverWGS	id	raw_p	Panc-AdenoCa	3UTR	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/ActiveDriver2/Panc-Endocrine.gc19_pc.3utr.ActiveDriver2-burden.observed.txt	ActiveDriverWGS	id	raw_p	Panc-Endocrine	3UTR	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/ActiveDriver2/Prost-AdenoCA.gc19_pc.3utr.ActiveDriver2-burden.observed.txt	ActiveDriverWGS	id	raw_p	Prost-AdenoCa	3UTR	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/ActiveDriver2/Sarcoma_tumors.gc19_pc.3utr.ActiveDriver2-burden.observed.txt	ActiveDriverWGS	id	raw_p	meta_Sarcoma	3UTR	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/ActiveDriver2/Skin-Melanoma.gc19_pc.3utr.ActiveDriver2-burden.observed.txt	ActiveDriverWGS	id	raw_p	Skin-Melanoma	3UTR	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/ActiveDriver2/Squamous_tumors.gc19_pc.3utr.ActiveDriver2-burden.observed.txt	ActiveDriverWGS	id	raw_p	meta_Squamous	3UTR	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/ActiveDriver2/Stomach-AdenoCA.gc19_pc.3utr.ActiveDriver2-burden.observed.txt	ActiveDriverWGS	id	raw_p	Stomach-AdenoCa	3UTR	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/ActiveDriver2/Thy-AdenoCA.gc19_pc.3utr.ActiveDriver2-burden.observed.txt	ActiveDriverWGS	id	raw_p	Thy-AdenoCa	3UTR	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/ActiveDriver2/Uterus-AdenoCA.gc19_pc.3utr.ActiveDriver2-burden.observed.txt	ActiveDriverWGS	id	raw_p	Uterus-AdenoCa	3UTR	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/DriverPower/Adenocarcinoma_tumors.3utr.DriverPower.observed.txt	DriverPower	element_ID	p-value	meta_Adenocarcinoma	3UTR	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/DriverPower/Biliary-AdenoCA.3utr.DriverPower.observed.txt	DriverPower	element_ID	p-value	Biliary-AdenoCa	3UTR	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/DriverPower/Bladder-TCC.3utr.DriverPower.observed.txt	DriverPower	element_ID	p-value	Bladder-TCC	3UTR	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/DriverPower/Bone-Leiomyo.3utr.DriverPower.observed.txt	DriverPower	element_ID	p-value	Bone-Leiomyo	3UTR	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/DriverPower/Bone-Osteosarc.3utr.DriverPower.observed.txt	DriverPower	element_ID	p-value	Bone-Osteosarc	3UTR	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/DriverPower/Breast-AdenoCa.3utr.DriverPower.observed.txt	DriverPower	element_ID	p-value	Breast-AdenoCa	3UTR	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/DriverPower/Breast_tumors.3utr.DriverPower.observed.txt	DriverPower	element_ID	p-value	meta_Breast	3UTR	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/DriverPower/CNS-GBM.3utr.DriverPower.observed.txt	DriverPower	element_ID	p-value	CNS-GBM	3UTR	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/DriverPower/CNS-Medullo.3utr.DriverPower.observed.txt	DriverPower	element_ID	p-value	CNS-Medullo	3UTR	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/DriverPower/CNS-PiloAstro.3utr.DriverPower.observed.txt	DriverPower	element_ID	p-value	CNS-PiloAstro	3UTR	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/DriverPower/CNS_tumors.3utr.DriverPower.observed.txt	DriverPower	element_ID	p-value	meta_CNS	3UTR	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/DriverPower/Carcinoma_tumors.3utr.DriverPower.observed.txt	DriverPower	element_ID	p-value	meta_Carcinoma	3UTR	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/DriverPower/ColoRect-AdenoCA.3utr.DriverPower.observed.txt	DriverPower	element_ID	p-value	ColoRect-AdenoCa	3UTR	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/DriverPower/Digestive_tract_tumors.3utr.DriverPower.observed.txt	DriverPower	element_ID	p-value	meta_Digestive_tract	3UTR	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/DriverPower/Eso-AdenoCa.3utr.DriverPower.observed.txt	DriverPower	element_ID	p-value	Eso-AdenoCa	3UTR	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/DriverPower/Female_reproductive_system_tumors.3utr.DriverPower.observed.txt	DriverPower	element_ID	p-value	meta_Female_reproductive_tract	3UTR	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/DriverPower/Glioma_tumors.3utr.DriverPower.observed.txt	DriverPower	element_ID	p-value	meta_Glioma	3UTR	observed
/xchip/cga_home/gtiao/PCAWG/Oct_2016/data/DriverPower/Head-SCC.3utr.DriverPower.observed.txt	DriverPower	element_ID	p-value	Head-SCC	3UTR	observed
